PointID,SiO2,TiO2,Al2O3,Cr2O3,FeO,MnO,MgO,NiO,CaO,Na2O,K2O,P2O5,Mineral
291,41.08,0,20.3,4.97,8.42,0.43,18.45,0,6.52,0,0,0,Garnet
292,40.86,0,19.34,6.09,6.48,0.32,20.58,0,5.26,0,0,0,Garnet
293,41.66,0,20.06,4.82,6.42,0.35,20.43,0,5.52,0.01,0,0,Garnet
294,41.13,0.03,20.11,5.38,6.47,0.28,20.39,0,5.69,0,0,0,Garnet
295,40.65,0.48,16.89,7.84,6.83,0.29,20.19,0,6.29,0.04,0,0,Garnet
296,41.26,0.03,20.84,4.92,6.6,0.37,20.41,0,5.61,0,0,0,Garnet
297,41.04,0,21.87,3.5,8.07,0.54,19.44,0,5.9,0,0,0,Garnet
298,40.92,0.13,20.17,4.51,9.07,0.49,18.67,0,5.82,0.02,0,0,Garnet
299,41.3,0.65,21.16,2.2,9,0.28,20.3,0,4.88,0.08,0,0,Garnet
300,41.16,0.09,20.35,5.23,6.61,0.32,20.14,0,5.65,0.02,0,0,Garnet
301,41.04,0.08,19.29,5.12,6.86,0.36,19.87,0,5.54,0.01,0,0,Garnet
302,40.56,0,19.22,6.63,6.47,0.36,20.07,0,5.85,0,0,0,Garnet
303,41.99,0.32,21.06,2.27,6.75,0.27,21.55,0,4.79,0.03,0,0,Garnet
304,41.97,0.46,20.57,2.76,6.97,0.26,22,0,4.77,0.06,0,0,Garnet
305,41.98,0.4,20.2,3.7,7.41,0.25,21.39,0,4.92,0.04,0,0,Garnet
306,41.21,0.59,20.71,2.69,7.24,0.27,21.31,0,4.79,0.06,0,0,Garnet
307,41.37,0.43,21.43,1.79,7.26,0.29,21.02,0,4.78,0.04,0,0,Garnet
308,41.03,0.52,19.72,3.65,6.96,0.28,21.02,0,4.79,0.04,0,0,Garnet
309,41.14,0.03,18.76,6.77,6.59,0.32,20.17,0,5.64,0.01,0,0,Garnet
310,40.49,0.04,19.13,5.94,6.45,0.33,19.98,0,5.63,0,0,0,Garnet
311,40.62,0.05,20.1,5.13,6.92,0.34,19.64,0,5.68,0.02,0,0,Garnet
312,41.26,0.15,21.04,3.92,7.42,0.44,20.54,0,5.03,0.03,0,0,Garnet
313,41.26,0.09,20.09,5.01,7.03,0.3,20.45,0,5.6,0.02,0,0,Garnet
314,41.11,0.02,19.14,6.94,6.48,0.36,21.01,0,4.7,0.01,0,0,Garnet
315,41.16,0,20.75,4.88,8.55,0.48,18.7,0,6.64,0,0,0,Garnet
316,41.23,0.44,21.03,2.65,7.04,0.26,21.59,0,4.65,0.05,0,0,Garnet
317,41.74,0,20.9,4.34,6.8,0.41,19.99,0,5.78,0,0,0,Garnet
318,41.93,0.28,21.64,2.78,7.56,0.28,21.35,0,4.83,0.03,0,0,Garnet
319,41.97,0.41,21.4,2.69,7.27,0.2,21.7,0,4.72,0.06,0,0,Garnet
320,41.87,0.39,21.15,2.41,7.7,0.3,21.21,0,4.68,0.05,0,0,Garnet
321,41.71,0.73,21.08,1.92,7.45,0.28,21.32,0,4.41,0.04,0,0,Garnet
322,41.49,0.7,21.18,2.12,9.25,0.32,20.36,0,4.85,0.07,0,0,Garnet
323,40.82,1.03,20.99,0.87,9.55,0.28,19.94,0,4.39,0.06,0,0,Garnet
324,41.69,0.96,21.01,0.91,9.47,0.28,20.59,0,4.41,0.08,0,0,Garnet
325,41.13,1.07,20.97,0.66,9.85,0.22,19.71,0,4.53,0.08,0,0,Garnet
326,40.95,0.74,21.7,0.09,13.3,0.39,17.6,0,4.44,0.08,0,0,Garnet
327,41.35,0.95,21.15,0.86,9.39,0.29,20.25,0,4.41,0.07,0,0,Garnet
328,41.45,0.94,21.56,0.91,9.52,0.28,20.36,0,4.36,0.07,0,0,Garnet
329,40.75,1.24,21.16,0.47,11.77,0.36,18.81,0,4.66,0.1,0,0,Garnet
330,41.22,0.9,21.45,0.96,9.53,0.28,20.3,0,4.53,0.07,0,0,Garnet
331,40.7,0.97,21.18,0.74,10.07,0.3,20.04,0,4.55,0.08,0,0,Garnet
332,41.09,1.05,21.13,0.8,10.22,0.3,19.79,0,4.52,0.09,0,0,Garnet
333,41.16,0.96,21.56,1.09,8.9,0.25,20.92,0,4.59,0.06,0,0,Garnet
334,41.42,0.92,21.46,0.93,9.4,0.29,20.39,0,4.41,0.08,0,0,Garnet
335,41.18,1.01,20.92,0.91,9.67,0.27,19.77,0,4.52,0.07,0,0,Garnet
336,40.98,0.94,21.18,0.96,9.64,0.24,20.41,0,4.42,0.06,0,0,Garnet
337,40.47,1.2,21.45,0.39,11.68,0.32,18.61,0,4.49,0.11,0,0,Garnet
338,41.26,1.01,20.93,0.88,9.44,0.3,20.15,0,4.38,0.07,0,0,Garnet
339,41.13,1.29,21.31,0.51,11.67,0.36,18.67,0,4.77,0.11,0,0,Garnet
340,36.08,0,20.65,0.07,22.2,14.7,0.84,0,6.17,0,0,0,Garnet
341,41.6,0.99,21.4,0.94,9.56,0.29,20.48,0,4.46,0.08,0,0,Garnet
342,41.61,1.08,21.14,0.66,10.12,0.33,20.34,0,4.51,0.07,0,0,Garnet
343,41.29,0.91,21.53,1.08,8.6,0.29,21.19,0,4.41,0.08,0,0,Garnet
344,38.62,0.07,21.93,0,20.08,0.51,9.01,0,8.96,0.02,0,0,Garnet
345,41.05,1.02,21.05,1.03,9.01,0.23,20.37,0,4.43,0.09,0,0,Garnet
346,41.66,0.99,21.13,1,9.28,0.23,20.87,0,4.47,0.08,0,0,Garnet
347,41.4,0.98,21.16,0.91,9.43,0.27,20.31,0,4.49,0.09,0,0,Garnet
348,39.65,0.09,22.27,0.07,19.08,0.45,11.38,0,6.95,0.01,0,0,Garnet
349,41.24,0.97,21.77,0.9,9.45,0.3,20.42,0,4.4,0.08,0,0,Garnet
350,39.58,1.55,20.61,0.99,11.28,0.38,17.85,0,5.94,0.07,0,0,Garnet
351,41.13,1.07,21.35,0.8,10.06,0.32,19.72,0,4.59,0.09,0,0,Garnet
352,41.42,1.03,21.31,0.8,9.87,0.29,20.12,0,4.4,0.09,0,0,Garnet
353,37.52,0.07,21.51,0,27.16,0.32,7.55,0,5.17,0.03,0,0,Garnet
354,41.91,0.95,21.61,0.85,9.89,0.29,20.88,0,4.53,0.08,0,0,Garnet
355,40.44,1.37,21.07,0.44,11.64,0.34,18.42,0,4.7,0.09,0,0,Garnet
356,41.84,1.07,21.68,0.91,9.53,0.28,20.58,0,4.46,0.08,0,0,Garnet
357,39.98,0.04,22.82,0,17.99,0.33,12.57,0,6.64,0.02,0,0,Garnet
358,40.62,1.07,21.77,0.34,11.43,0.37,19.37,0,4.1,0.07,0,0,Garnet
359,42.27,1.03,21.62,0.88,9.55,0.24,20.77,0,4.45,0.09,0,0,Garnet
360,37.28,0.03,20.34,0,20.91,11,1.45,0,9.73,0.01,0,0,Garnet
361,41.13,0.32,21.1,2.54,6.64,0.25,21.95,0,4.64,0.05,0,0,Garnet
362,40.73,0.73,19.76,3.29,8.91,0.36,19.88,0,5.19,0.09,0,0,Garnet
363,40.58,0.2,19.16,6.46,6.74,0.39,20.11,0,5.43,0.05,0,0,Garnet
364,40.67,0.02,18.94,6.51,6.73,0.34,20.37,0,5.33,0.02,0,0,Garnet
365,40.81,0,19.87,5.36,6.45,0.32,19.93,0,5.86,0,0,0,Garnet
366,40.53,0.51,19.12,4.86,6.76,0.25,20.63,0,5.43,0.05,0,0,Garnet
367,41.16,0.03,19.9,5.33,6.47,0.35,20.04,0,5.91,0,0,0,Garnet
368,41.27,0,19.94,5.57,6.58,0.31,21.51,0,4.36,0,0,0,Garnet
369,40.85,0.01,20.24,5.06,6.54,0.3,20.21,0,5.7,0.01,0,0,Garnet
370,40.97,0.5,19.28,5.01,6.63,0.27,20.64,0,5.42,0.05,0,0,Garnet
371,41.23,0,20.05,5.37,6.47,0.33,20.04,0,5.89,0,0,0,Garnet
372,40.73,0.03,19.53,6.8,6.82,0.34,20.43,0,5.27,0.01,0,0,Garnet
373,41.29,0.04,19.86,5.63,6,0.33,21.16,0,5.09,0,0,0,Garnet
374,41.68,0.25,20.05,4.25,6.89,0.27,21.05,0,5.23,0.05,0,0,Garnet
375,41.36,0.07,18.86,6.9,6.61,0.38,20.45,0,5.77,0.03,0,0,Garnet
376,42.06,0,21.66,3.69,5.86,0.29,21.85,0,4.52,0.01,0,0,Garnet
377,41.53,0.51,20.86,2.76,8.41,0.29,20.16,0,4.7,0.07,0,0,Garnet
378,41.14,0.02,20.01,5.53,6.56,0.29,20.26,0,5.85,0.01,0,0,Garnet
379,40.86,0.1,17.85,8.09,6.65,0.42,19.68,0,5.89,0.01,0,0,Garnet
380,41.55,0.03,21.41,3.46,6.01,0.26,22.11,0,4.41,0.01,0,0,Garnet
381,41.3,0.09,20.31,5.05,6.3,0.32,20.6,0,5.38,0.03,0,0,Garnet
382,40.81,0.02,18.83,6.6,6.7,0.37,19.98,0,5.24,0.01,0,0,Garnet
383,40.67,0.33,20.38,3.66,6.72,0.35,20.92,0,4.87,0.03,0,0,Garnet
384,40.42,0.04,19.88,5.21,6.49,0.36,20.12,0,5.65,0.01,0,0,Garnet
385,40.22,0.18,18.72,6.87,6.51,0.36,19.92,0,5.65,0.03,0,0,Garnet
386,40.59,0,18.72,6.7,6.68,0.36,20.12,0,5.16,0.03,0,0,Garnet
387,41.37,0.01,20.06,5.3,6.4,0.37,20.36,0,5.87,0.01,0,0,Garnet
388,42.08,0.7,19.05,4.21,8.39,0.34,20.25,0,5.24,0.08,0,0,Garnet
389,41.79,0.42,20.74,3.05,7.3,0.24,21.42,0,4.78,0.06,0,0,Garnet
390,41.68,0.09,23.05,1.74,7.73,0.39,20.4,0,5.02,0.03,0,0,Garnet
391,41.27,0.07,22.27,1.81,7.61,0.36,20.29,0,5.05,0.01,0,0,Garnet
392,41.52,0.03,20.31,5.32,6.41,0.31,20.59,0,5.86,0.01,0,0,Garnet
393,38.07,0.17,21.82,0,21.39,0.84,7.33,0,10.11,0.03,0,0,Garnet
394,41.65,1.07,21.49,0.87,9.66,0.3,20.53,0,4.37,0.09,0,0,Garnet
395,40.73,1.25,22.33,0.15,10.31,0.24,21.21,0,2.43,0.03,0,0,Garnet
396,41.17,1.09,21.36,0.74,9.79,0.32,20.26,0,4.49,0.09,0,0,Garnet
397,41.27,0.87,20.83,1.43,8.81,0.33,20.56,0,4.49,0.08,0,0,Garnet
398,41.77,0.99,21.33,0.96,9.31,0.27,20.65,0,4.36,0.08,0,0,Garnet
399,41.75,0.88,20.91,1.25,8.88,0.27,20.78,0,4.54,0.07,0,0,Garnet
400,40.68,1.89,20.51,0.8,11.88,0.4,18.73,0,5.14,0.09,0,0,Garnet
401,40.78,1.04,21,1.44,8.72,0.31,19.56,0,4.58,0.1,0,0,Garnet
402,41.55,0.89,21.41,1.39,8.9,0.21,20.95,0,4.56,0.05,0,0,Garnet
403,41.43,0.67,21.4,0.96,8.35,0.26,21.23,0,3.8,0.05,0,0,Garnet
404,41.26,0.85,20.46,1.4,8.83,0.23,20.7,0,4.61,0.06,0,0,Garnet
405,39.22,0.06,22.48,0,21.04,0.47,9.35,0,7.93,0.01,0,0,Garnet
406,41.13,1.05,21.04,1.35,9.04,0.31,20.62,0,4.53,0.07,0,0,Garnet
407,40.69,1.3,21.07,0.47,11.72,0.3,18.65,0,4.5,0.12,0,0,Garnet
408,40.82,1.13,21.46,0.48,10.67,0.27,19.78,0,4.52,0.08,0,0,Garnet
409,41.16,0.87,21.22,1.56,7.95,0.26,21.13,0,4.2,0.08,0,0,Garnet
410,41.97,0.78,21.23,1.67,8.08,0.26,21.37,0,4.33,0.05,0,0,Garnet
411,40.86,1.11,20.93,0.77,9.96,0.29,19.93,0,4.4,0.09,0,0,Garnet
412,41.13,1.14,21.78,0.84,9.86,0.31,20.52,0,4.32,0.08,0,0,Garnet
413,41.13,0.88,21.25,1.45,8.73,0.25,20.73,0,4.53,0.08,0,0,Garnet
414,40.96,0.95,21.12,1.2,8.48,0.28,20.56,0,4.59,0.09,0,0,Garnet
415,40.91,1.01,22.27,0.36,11.72,0.42,19.15,0,3.74,0.07,0,0,Garnet
416,41.2,1.15,20.92,0.9,9.55,0.33,20.46,0,4.46,0.08,0,0,Garnet
417,40.08,1.34,20.78,0.47,11.62,0.35,18.2,0,4.64,0.11,0,0,Garnet
418,41.17,1.04,21.61,0.35,9.44,0.25,20.19,0,4.63,0.1,0,0,Garnet
419,40.81,1.14,21.05,0.79,9.75,0.31,20.21,0,4.34,0.08,0,0,Garnet
420,41.7,0.89,21.3,1.44,8.94,0.22,21.45,0,4.69,0.06,0,0,Garnet
421,42.03,1.16,21.61,0.73,10.38,0.32,19.82,0,4.5,0.09,0,0,Garnet
422,41.28,1.28,21.15,0.59,11.69,0.36,18.74,0,4.6,0.09,0,0,Garnet
423,40.01,1.18,20.68,0.42,11.59,0.31,18,0,4.49,0.09,0,0,Garnet
424,42.11,0.88,21.52,1.37,8.95,0.26,21.02,0,4.63,0.07,0,0,Garnet
425,41.76,1.08,22.08,1.45,9.23,0.29,20.64,0,4.54,0.09,0,0,Garnet
426,41.05,1.34,21.57,0.43,11.75,0.34,19.24,0,4.61,0.1,0,0,Garnet
427,41.34,0.85,21.56,1.44,8.76,0.27,20,0,4.64,0.07,0,0,Garnet
428,41.93,0.89,20.76,1.3,8.92,0.28,20.79,0,4.48,0.08,0,0,Garnet
429,41.05,1.19,21.05,0.86,10.07,0.24,20.32,0,4.61,0.08,0,0,Garnet
430,40.65,1.13,22.21,0.31,11.52,0.37,19.31,0,3.7,0.06,0,0,Garnet
431,40.82,1.11,21.03,0.84,9.85,0.27,20.32,0,4.25,0.1,0,0,Garnet
432,41.94,0.89,20.85,1.36,8.74,0.28,20.84,0,4.55,0.07,0,0,Garnet
433,40.94,0.03,19.3,7.22,6.88,0.41,20.11,0,5.62,0,0,0,Garnet
434,41.42,0.01,18.64,7.24,6.93,0.4,20.28,0,5.86,0,0,0,Garnet
435,41.08,0.01,18.97,7.11,6.82,0.37,19.74,0,5.88,0.01,0,0,Garnet
436,41.27,0.03,18.72,6.97,6.68,0.39,20.01,0,5.78,0.01,0,0,Garnet
437,41.32,0,19.28,7.3,6.92,0.34,20.25,0,5.81,0,0,0,Garnet
438,40.91,0.02,19.05,7.01,6.76,0.34,19.59,0,6.19,0,0,0,Garnet
439,41.39,0.03,20.13,5.76,6.29,0.35,20.69,0,5.35,0.02,0,0,Garnet
440,41.75,0.02,18.95,7.22,6.98,0.34,20.35,0,5.74,0,0,0,Garnet
441,41.57,0.04,19.87,6.32,6.44,0.36,21.34,0,5.01,0.02,0,0,Garnet
442,41.29,0.02,19.3,6.47,6.68,0.33,20.39,0,5.1,0,0,0,Garnet
443,40.42,0.01,18.32,7.41,6.76,0.41,19.5,0,5.93,0.01,0,0,Garnet
444,41.34,0.04,19.48,6.37,6.32,0.38,20.77,0,4.84,0.02,0,0,Garnet
445,40.76,0.03,19.7,5.35,6.84,0.39,19.84,0,5.51,0.01,0,0,Garnet
446,42.83,0.02,21.61,4.63,6.55,0.33,21.32,0,5.54,0,0,0,Garnet
447,41.28,0.04,19.51,6.25,6.38,0.38,20.94,0,5.37,0.01,0,0,Garnet
448,41.51,0.02,18.84,7.41,7.02,0.4,20.06,0,5.9,0.02,0,0,Garnet
449,41.51,0,20.75,4.59,7.59,0.48,19.69,0,5.87,0.02,0,0,Garnet
450,41.18,0.02,18.83,7.72,6.44,0.35,20.82,0,5.59,0.01,0,0,Garnet
451,41.37,0.02,18.9,6.9,6.85,0.33,20.19,0,5.96,0.01,0,0,Garnet
452,41.79,0.04,20.57,5.75,6.53,0.35,21.47,0,4.77,0.02,0,0,Garnet
453,42.01,0.07,20.3,3.92,7.05,0.3,21.12,0,5.29,0.01,0,0,Garnet
454,42.1,0.25,20.96,4.24,6.87,0.29,21.3,0,4.96,0.02,0,0,Garnet
455,42.63,0.07,20.63,3.93,7.05,0.27,21.23,0,5.34,0.02,0,0,Garnet
456,42.18,0.08,20.64,3.96,7.12,0.31,21.44,0,5.27,0,0,0,Garnet
457,41.27,0,18.99,7,6.71,0.4,20.04,0,5.93,0.01,0,0,Garnet
458,37.35,0,21.29,0,37.87,2.73,2.26,0,0.66,0,0,0,Garnet
459,42.6,0.3,21.32,2.29,7.53,0.24,21.74,0,4.71,0.06,0,0,Garnet
460,41.97,0.46,21.25,1.94,9.11,0.24,20.9,0,4.54,0.07,0,0,Garnet
461,41.75,0.04,20.68,4.98,6.41,0.3,21.22,0,4.81,0,0,0,Garnet
462,41.21,0.04,19.18,6.67,6.45,0.33,20.87,0,4.97,0.02,0,0,Garnet
463,41,0,18.32,7.3,6.83,0.39,19.95,0,5.71,0,0,0,Garnet
464,41.2,0.02,18.44,7.47,6.5,0.36,20.58,0,5.32,0,0,0,Garnet
465,41.6,0,20.29,4.97,6.8,0.31,20.34,0,5.62,0.01,0,0,Garnet
466,41.25,0.02,19.09,7.18,6.96,0.38,20.12,0,5.88,0,0,0,Garnet
467,40.89,0.4,23.16,0.08,13.83,0.38,17.16,0,4.1,0.06,0,0,Garnet
468,41.82,1.17,21.27,0.98,9.88,0.28,20.03,0,4.64,0.07,0,0,Garnet
469,40.58,1.44,21.48,0.5,11.62,0.38,19.15,0,4.44,0.08,0,0,Garnet
470,41.98,1.24,21.59,0.89,10.32,0.32,20.41,0,4.67,0.09,0,0,Garnet
471,41.24,1.14,20.95,1.25,11.13,0.42,19,0,4.68,0.07,0,0,Garnet
472,39.1,0.16,22.44,0.06,22.04,0.53,7.89,0,8.98,0.03,0,0,Garnet
473,42.26,0.9,21.45,1.36,8.08,0.24,22.05,0,4.17,0.07,0,0,Garnet
474,41.48,0.71,22.26,0.98,13.07,0.49,18.82,0,3.44,0.03,0,0,Garnet
475,42.15,0.96,21.88,1.3,7.97,0.28,21.96,0,4.28,0.08,0,0,Garnet
476,40.62,0.06,23.5,0.19,16.21,0.43,15.44,0,4.87,0.01,0,0,Garnet
477,40.93,1.48,21.65,0.55,11.35,0.39,18.58,0,4.66,0.08,0,0,Garnet
478,41.49,0.96,22.97,0.34,10.65,0.28,20.74,0,3.17,0.05,0,0,Garnet
479,41.93,0.98,22.76,0.23,10.81,0.31,20.51,0,3.24,0.04,0,0,Garnet
480,41.72,0.75,21.95,0.98,12.68,0.45,19.3,0,3.32,0.03,0,0,Garnet
481,39.14,0.09,22.83,0,19.99,0.54,8.81,0,9.33,0.01,0,0,Garnet
482,42.03,0.03,19.23,5.73,6.52,0.35,19.81,0,5.79,0.01,0,0,Garnet
483,41.48,0.02,18.2,6.77,6.8,0.38,19.68,0,6.13,0,0,0,Garnet
484,41.61,0.04,19.62,5.51,6.76,0.41,19.11,0,5.99,0.01,0,0,Garnet
485,41.54,0.1,18.78,6.29,6.47,0.38,19.98,0,5.62,0.01,0,0,Garnet
486,42.45,0.46,20.55,2.03,7.08,0.25,21.36,0,4.49,0.04,0,0,Garnet
487,42.23,0.2,19.9,4.99,6.78,0.38,20.48,0,5.12,0.05,0,0,Garnet
488,41.09,0.44,17.47,7.12,7.51,0.42,18.83,0,6.42,0.04,0,0,Garnet
489,42.02,0.04,19.4,6.78,6.7,0.36,21.36,0,4.62,0.02,0,0,Garnet
490,40.97,0.02,17.87,7.26,6.29,0.36,19.04,0,6.27,0,0,0,Garnet
491,40.68,0.25,18.24,4.64,6.33,0.26,19.8,0,5.06,0.04,0,0,Garnet
492,40.68,0.39,17.5,6.55,7.51,0.38,18.19,0,6.18,0.07,0,0,Garnet
493,38.49,0,21.09,0.09,29.68,0.47,7.65,0,1.81,0.02,0,0,Garnet
494,41.45,0.03,19.18,5.29,6.82,0.37,19.32,0,5.82,0.01,0,0,Garnet
495,42.06,0.2,19.02,5.31,6.55,0.35,20.2,0,5.08,0.03,0,0,Garnet
496,42.46,0.46,19.92,3.26,6.81,0.3,21.57,0,4.63,0.06,0,0,Garnet
497,41.59,0.51,19.6,4.07,7.33,0.32,19.87,0,5.3,0.05,0,0,Garnet
498,42.24,1.17,21.17,0.84,10.02,0.29,20.22,0,4.54,0.08,0,0,Garnet
499,41.7,1.11,21.25,1.48,7.88,0.26,21.63,0,4.38,0.07,0,0,Garnet
500,41.86,1.13,21.65,0.79,9.81,0.31,20.42,0,4.4,0.09,0,0,Garnet
501,41.51,0.88,21.34,1.27,8.06,0.31,21.55,0,4.43,0.07,0,0,Garnet
502,42.21,1.17,21.82,0.58,8.15,0.26,21.53,0,4.27,0.09,0,0,Garnet
503,41.68,1.06,21.22,0.95,9.36,0.27,20.66,0,4.37,0.07,0,0,Garnet
504,41.83,1.15,21.81,0.49,11.09,0.35,19.72,0,4.49,0.07,0,0,Garnet
505,38.13,0.1,21.63,0,24.23,0.74,9.69,0,4.72,0,0,0,Garnet
506,38.62,0.11,21.38,0.08,23.44,0.55,10.2,0,4.94,0.01,0,0,Garnet
507,41.13,1.05,21.01,1.58,8.33,0.26,20.75,0,4.63,0.08,0,0,Garnet
508,40.04,1.68,20.15,0.51,12.5,0.36,17.17,0,5.27,0.1,0,0,Garnet
509,39.98,1.72,19.99,0.49,12.51,0.41,17.17,0,5.33,0.1,0,0,Garnet
510,41.04,1.07,21.33,1.01,8.71,0.28,20.11,0,4.37,0.08,0,0,Garnet
511,41.3,1.2,20.99,0.94,9.73,0.3,20.12,0,4.57,0.07,0,0,Garnet
512,40.77,1.23,20.91,0.63,10.24,0.29,19.57,0,4.42,0.09,0,0,Garnet
513,40.45,1.1,20.97,0.66,10.39,0.27,18.77,0,4.67,0.09,0,0,Garnet
514,41.14,1.05,21.23,0.87,9.57,0.29,19.47,0,4.56,0.06,0,0,Garnet
515,40.91,0.18,22.92,0.08,11.38,0.39,18.59,0,4.38,0.02,0,0,Garnet
516,41.94,0.04,19.53,5.35,6.21,0.28,20.44,0,5.21,0.03,0,0,Garnet
517,40.96,0.05,17.01,8.72,6.7,0.39,18.9,0,6.54,0.02,0,0,Garnet
518,41.01,0.05,17.78,7.69,6.51,0.41,19.52,0,5.43,0.02,0,0,Garnet
519,41.44,0.08,17.69,7.58,6.61,0.39,19.23,0,6.1,0.02,0,0,Garnet
520,42.44,0.03,19.84,4.92,6.46,0.31,20.22,0,5.64,0,0,0,Garnet
521,41.55,0.35,18.94,5.7,6.65,0.34,19.57,0,6.03,0.02,0,0,Garnet
522,42.44,0,21.37,3.42,6.11,0.31,22.81,0,2.65,0,0,0,Garnet
523,41.88,0.04,20.29,4.36,7.09,0.41,19.81,0,5.26,0.03,0,0,Garnet
524,41.68,0.11,20.07,3.97,8.62,0.44,18.41,0,5.47,0.02,0,0,Garnet
525,41.79,0.24,18.91,6.02,6.26,0.32,20.08,0,5.2,0.05,0,0,Garnet
526,41.97,0.11,19.23,5.29,6.67,0.43,19.54,0,5.99,0.03,0,0,Garnet
527,42.02,0.19,20.11,4.12,7.3,0.38,20.04,0,5.2,0.04,0,0,Garnet
528,42.09,0,19.76,4.98,6.12,0.34,20.06,0,5.64,0,0,0,Garnet
529,41.18,0.05,19.71,4.68,6.29,0.32,20.63,0,5.13,0.02,0,0,Garnet
530,41.62,0.11,20.64,3.54,8.06,0.48,18.95,0,5.39,0.01,0,0,Garnet
531,42.52,0.41,19.91,3.49,6.71,0.24,21.12,0,4.81,0.03,0,0,Garnet
532,41.21,0.52,20.56,2.54,7.23,0.26,20.79,0,4.68,0.06,0,0,Garnet
533,40.99,1.16,21.09,0.51,10.5,0.33,19.58,0,4.5,0.1,0,0,Garnet
534,40.62,1.13,21.83,0.15,11.99,0.41,18.43,0,4.58,0.08,0,0,Garnet
535,40.99,1.08,21.56,1.18,9.61,0.27,19.98,0,4.71,0.09,0,0,Garnet
536,41.44,1.1,21.16,0.84,9.82,0.28,19.83,0,4.55,0.08,0,0,Garnet
537,40.77,1.26,21.09,0.1,12.27,0.4,18.67,0,4.46,0.08,0,0,Garnet
538,41.45,1.13,21.14,0.84,10.01,0.35,19.81,0,4.39,0.09,0,0,Garnet
539,39.4,0.44,21.88,0.06,16.58,0.36,11.98,0,7.58,0.1,0,0,Garnet
540,40.85,1,20.89,0.96,9.46,0.25,19.98,0,4.37,0.07,0,0,Garnet
541,41.66,0.88,21.01,0.63,8.15,0.19,21.42,0,4.37,0.06,0,0,Garnet
542,40.52,1.31,20.98,0.5,11.59,0.35,18.64,0,4.64,0.11,0,0,Garnet
543,39.84,0.46,21.75,0.21,16.75,0.4,12.84,0,7.77,0.09,0,0,Garnet
544,40.18,0.36,22.51,0.42,12.1,0.33,16.89,0,5.72,0.03,0,0,Garnet
545,41.54,0.9,21.56,1.08,8.51,0.26,20.25,0,4.52,0.09,0,0,Garnet
546,40.66,1.41,21.12,0.38,11.75,0.37,18.98,0,4.59,0.1,0,0,Garnet
547,41.18,1.21,20.94,0.8,9.3,0.27,20.17,0,4.41,0.08,0,0,Garnet
548,40.82,1.1,19.51,2.21,8.76,0.26,20.66,0,4.49,0.06,0,0,Garnet
549,41.38,0.98,21.28,1.19,8.68,0.23,20.28,0,4.49,0.06,0,0,Garnet
550,41.85,0.73,21.1,1.56,8.77,0.32,20.82,0,4.28,0.07,0,0,Garnet
551,41.22,0.15,23.23,0.22,12.15,0.4,18.43,0,4.18,0.02,0,0,Garnet
552,40.1,0.45,22.31,0.09,16.47,0.41,12.45,0,7.83,0.11,0,0,Garnet
553,42.44,0.04,19.23,5.47,6.64,0.31,19.74,0,5.37,0,0,0,Garnet
554,42.27,0.1,20.31,3.87,7.26,0.41,19.65,0,5.3,0.02,0,0,Garnet
555,41.88,0.68,19.22,4.24,6.77,0.24,21.1,0,5.05,0.05,0,0,Garnet
556,41.76,0.02,19.26,5.98,6.68,0.32,19.55,0,5.88,0,0,0,Garnet
557,41.78,0.12,19.14,5.09,7.87,0.48,18.48,0,6.26,0.02,0,0,Garnet
558,41.99,0.09,18.41,7.1,6.54,0.37,19.6,0,5.54,0.02,0,0,Garnet
559,42.17,0.48,20.07,3.36,6.68,0.32,20.87,0,4.9,0.05,0,0,Garnet
560,41.63,0.71,19.89,2.94,7.95,0.31,20.28,0,4.74,0.07,0,0,Garnet
561,41.86,1.24,18.03,4.41,7.62,0.26,20.48,0,5.13,0.11,0,0,Garnet
562,41.76,0.86,19.19,4.12,7.69,0.31,20.27,0,5.11,0.06,0,0,Garnet
563,42.08,0.92,20.42,1.81,8.15,0.25,20.31,0,4.57,0.06,0,0,Garnet
564,40.82,1.23,21.22,0.47,11.71,0.37,18.32,0,4.65,0.11,0,0,Garnet
565,41.81,0.68,21.41,1.66,7.73,0.27,21.25,0,3.96,0.14,0,0,Garnet
566,38.84,0.03,22.36,0,22.78,0.76,9.65,0,5.49,0.02,0,0,Garnet
567,41.79,0.75,21.75,1.26,8.06,0.35,20.39,0,4.53,0.08,0,0,Garnet
568,40.23,0.39,22.7,0.21,13.7,0.38,15.2,0,6.21,0.08,0,0,Garnet
569,40.87,1.14,20.66,0.43,11.64,0.31,18.64,0,4.54,0.17,0,0,Garnet
570,41.95,0.88,22.09,0.75,8.01,0.26,20.58,0,4.27,0.16,0,0,Garnet
571,41.6,0.96,21.36,0.79,9.65,0.29,19.53,0,4.45,0.1,0,0,Garnet
572,41.13,1.1,21.3,0.44,11.38,0.34,18.23,0,4.68,0.11,0,0,Garnet
573,41.89,0.95,21.16,0.82,9.71,0.26,19.81,0,4.48,0.08,0,0,Garnet
574,40.88,1.15,21.06,0.43,11.71,0.33,18.34,0,4.62,0.19,0,0,Garnet
575,41.03,1,21.68,0.16,12.17,0.35,18.17,0,4.51,0.2,0,0,Garnet
576,42.12,0.13,20.69,3.89,6.56,0.38,20.21,0,5.18,0.02,0,0,Garnet
577,40.66,0.04,19.55,5.1,6.24,0.3,20.01,0,5.62,0,0,0,Garnet
