PointID,Al2O3,BaO,CO2,CaO,Cr2O3,Fe2O3,FeO,K2O,MgO,MnO,Na2O,NiO,P2O5,SO3,SiO2,SrO,TiO2,F,Cl,Mineral
P03732,1.49,0,0,21.88,0.04,0.24,11.37,0.01,12.37,0.11,0.59,0,0,0,51.16,0,0.09,0,0,Clinopyroxene
P03733,3.92,0,0,22.92,0,0,12.96,0.01,9.51,0.52,0.36,0,0,0,49.73,0,0.3,0,0,Clinopyroxene
P03734,3.71,0,0,21.74,0,0,9.89,0.01,11.95,0.13,1.02,0,0,0,50.97,0,0.2,0,0,Clinopyroxene
P03735,2.97,0,0,22.22,0,0,9.71,0.01,12.67,0.08,0.78,0,0,0,51.42,0,0.12,0,0,Clinopyroxene
P03736,2.71,0,0,21.62,0,0,13.36,0.01,10.72,0.3,0.28,0,0,0,50.59,0,0.41,0,0,Clinopyroxene
P03737,2.83,0,0,21.43,0.09,0.24,11.89,0,11.84,0.14,0.88,0,0,0,50.24,0,0.25,0,0,Clinopyroxene
P03738,0.72,0,0,22.61,0,0,11.31,0,10.04,1.08,0.21,0,0,0,50.36,0,0,0,0,Clinopyroxene
P03739,2.25,0,0,21.63,0.02,0.24,11.88,0,12,0.07,0.82,0,0,0,51.81,0,0.17,0,0,Clinopyroxene
P03740,2.29,0,0,20.53,0,0,12.96,0.02,10.68,0.11,1.21,0,0,0,51.27,0,0.15,0,0,Clinopyroxene
P03741,2.1,0,0,21.99,0,0,8.84,0.02,12.03,0.04,1.22,0,0,0,53.75,0,0.1,0,0,Clinopyroxene
P03742,1.83,0,0,21.76,0,0.24,10.94,0,12.5,0.12,0.73,0,0,0,51.55,0,0.19,0,0,Clinopyroxene
P03743,4.2,0,0,23.85,0.03,0,11.09,0,7.77,0.52,0.43,0,0,0,45.88,0,7.1,0,0,Clinopyroxene
P03744,6.77,0,0,23,0.01,0,14.6,0.02,7.64,0.28,0.62,0,0,0,45.5,0,0.69,0,0,Clinopyroxene
P03745,2.36,0,0,21.77,0.01,0,9.16,0,12.15,0.06,1.01,0,0,0,53.33,0,0.09,0,0,Clinopyroxene
P03746,7.02,0,0,22.6,0.03,0,14.39,0.03,7.77,0.3,0.76,0,0,0,46.67,0,0.68,0,0,Clinopyroxene
P03747,3.1,0,0,21.11,0,0,10.73,0.01,12.82,0.12,0.75,0,0,0,49.88,0,0.21,0,0,Clinopyroxene
P03748,2.42,0,0,22.25,0.07,2.72,6.4,0,12.93,0.08,1.05,0,0,0,52.49,0,0.14,0,0,Clinopyroxene
P03749,3.9,0,0,12.36,0,1.13,16.25,0.14,12.15,0.11,0.7,0,0,0,50.61,0,0.08,0,0,Diopside
P03750,9.68,0,0,1.24,0.05,1.19,13.31,0.03,8.14,0.11,6.66,0,0,0,56.44,0,0.1,0,0,Diopside
P03751,3.63,0,0,11.76,0.01,0.83,16.76,0.14,11.93,0.21,0.85,0,0,0,52.34,0,0.14,0,0,Diopside
P03752,28.86,0,0,23.01,0,6.61,0,0,0.05,0.34,0,0,0,0,38.7,0,0.21,0,0,Epidote
P03753,28.29,0,0,23,0,6.54,0,0.02,0.02,0.2,0.01,0,0,0,38.82,0,0.15,0,0,Epidote
P03754,27.45,0,0,22.94,0,6.2,0,0,0.26,0.15,0.17,0,0,0,38.83,0,0.19,0,0,Epidote
P03755,28.25,0,0,23.41,0,6.08,0,0,0.02,0.17,0,0,0,0,37.82,0,0.2,0,0,Epidote
P03756,28.92,0,0,23.17,0,6.17,0,0,0.03,0.18,0.01,0,0,0,39.34,0,0.11,0,0,Epidote
P03757,27.08,0,0,8.46,0,0,0.44,0.25,0,0,6.66,0,0,0,60.12,0,0,0,0,Epidote
P03758,34.69,0,0,0.07,0,0.36,1.88,10.01,1.2,0.01,0.65,0,0,0,48.2,0,0.09,0,0,Epidote
P03759,28.99,0,0,0.14,0,0.48,2.85,9.85,2.55,0.03,0.78,0,0,0,48.77,0,0.14,0,0,Epidote
P03760,25.92,0,0,22.98,0,0,8.61,0,0.01,0.14,0.03,0,0,0,38.53,0,0.11,0,0,Epidote
P03761,23.53,0,0,0.06,0.05,0,1.4,11.1,5.29,0.02,0.24,0,0,0,56.56,0,0.18,0,0,Epidote
P03762,25.14,0,0,21.29,0.03,0,9.46,0.02,0.04,0.92,0.01,0,0,0,37.48,0,0.02,0,0,Epidote
P03763,27.75,0,0,8.54,0,0,0.35,0.28,0,0,6.25,0,0,0,59.38,0,0,0,0,Epidote
P03764,28.17,0,0,23.03,0,6.71,0,0.01,0.04,0.24,0,0,0,0,38.68,0,0.05,0,0,Epidote
P03765,22.68,0,0,0.07,0.03,0,1.55,9.46,4.82,0.02,0.28,0,0,0,53.95,0,0.17,0,0,Epidote
P03766,25.49,0,0,23.14,0,0,9.2,0,0.03,0.1,0.02,0,0,0,38.53,0,0.08,0,0,Epidote
P03767,25,0,0,23.14,0,0,9.61,0,0,0.03,0,0,0,0,38.84,0,0.05,0,0,Epidote
P03768,22.35,0,0,22.89,0.01,0,12.21,0,0.02,0.13,0,0,0,0,37.44,0,0.22,0,0,Epidote
P03769,22.92,0,0,22.89,0,0,12.97,0,0.03,0.22,0,0,0,0,38.12,0,0.06,0,0,Epidote
P03770,26.58,0,0,0.01,0.04,0,1.51,10.52,3.89,0.02,0.63,0,0,0,52.19,0,0.31,0,0,Epidote
P03771,29.58,0,0,0.05,0.02,4.42,2.55,10.85,1.55,0.01,0.35,0,0,0,46.06,0,0.79,0,0,Epidote
P03772,26.02,0,0,0.24,0.09,0.24,4.42,10.17,2.78,0,0.25,0,0,0,50.81,0,0.17,0,0,Epidote
P03773,20.17,0,0,0.84,0.02,0,0.32,0.03,0,0,10.76,0,0,0,68.33,0,0.03,0,0,Epidote
P03774,24.76,0,0,0,0.04,0,2.08,11.34,4.52,0,0.24,0,0,0,53.16,0,0.28,0,0,Epidote
P03775,28.91,0,0,23.23,0,0,5.35,0.01,0.01,0.13,0.02,0,0,0,38.57,0,0.03,0,0,Epidote
P03776,28.29,0,0,23.18,0,6.84,0,0,0.04,0.48,0.01,0,0,0,38.58,0,0.1,0,0,Epidote
P03777,28.89,0,0,23.24,0,6.23,0,0.01,0.03,0.24,0.01,0,0,0,38.78,0,0.17,0,0,Epidote
P03778,29.14,0,0,23.49,0,5.73,0,0,0.02,0.21,0,0,0,0,38.61,0,0.18,0,0,Epidote
P03779,28.51,0,0,23.54,0,6.01,0,0.01,0.02,0.13,0.05,0,0,0,38.79,0,0.17,0,0,Epidote
P03780,23.35,0,0,0.09,0,0,1.65,11.01,5.18,0.05,0.29,0,0,0,54.81,0,0.2,0,0,Epidote
P03781,27.69,0,0,23.33,0,7.15,0,0,0.03,0.09,0.01,0,0,0,38.79,0,0.15,0,0,Epidote
P03782,28.46,0,0,23.76,0,6.15,0,0,0.02,0.21,0,0,0,0,38.34,0,0.17,0,0,Epidote
P03783,28.76,0,0,23.65,0,6.57,0,0,0.01,0.25,0.01,0,0,0,38.59,0,0.08,0,0,Epidote
P03784,28.69,0,0,23.32,0,6.57,0,0,0.01,0.2,0.01,0,0,0,38.9,0,0.12,0,0,Epidote
P03785,28.75,0,0,23.55,0,6.06,0,0,0.06,0.25,0.05,0,0,0,38.65,0,0.08,0,0,Epidote
P03786,23.78,0,0,22.53,0.06,0,12.08,0,0.09,0.53,0.01,0,0,0,37.96,0,0.06,0,0,Epidote
P03787,27.71,0,0,0.22,0.09,0,4.13,10.91,2.01,0,0.35,0,0,0,48.42,0,0.14,0,0,Epidote
P03788,27.23,0,0,0.01,0.01,0,1.54,10.4,3.9,0,0.48,0,0,0,52.85,0,0.28,0,0,Epidote
P03789,28.52,0,0,23.39,0,6.41,0,0.01,0,0.34,0,0,0,0,38.79,0,0.17,0,0,Epidote
P03790,25.62,0,0,23.45,0.05,0,9.3,0,0.01,0.07,0,0,0,0,38.44,0,0.11,0,0,Epidote
P03791,23.88,0,0,0.04,0.05,0,1.73,9.54,4.55,0.05,0.34,0,0,0,53.6,0,0.16,0,0,Epidote
P03792,26.72,0,0,0.03,0.29,0,3.15,10.32,3.17,0.03,0.48,0,0,0,50.76,0,0.16,0,0,Epidote
P03793,20.97,0,0,23.05,0,0,17.22,0,0,0,0,0,0,0,36.52,0,0,0,0,Epidote
P03794,18.17,0,0,0.02,0,0,0.07,15.64,0,0,0.23,0,0,0,64.48,0,0,0,0,Feldspar
P03795,19.19,0,0,0.7,0.03,0,0,11.18,0,0,3.26,0,0,0,64.92,0,0.03,0,0,Feldspar
P03796,36.28,0,0,0.29,0,0,0.53,11.24,0.16,0,0.73,0,0,0,49.62,0,0.04,0,0,Feldspar
P03797,34.14,0,0,0.22,0.02,0,1.26,10.53,0.3,0.05,0.44,0,0,0,47.18,0,0.02,0,0,Feldspar
P03798,18.56,0,0,0,0.02,0.26,0,16.14,0,0.01,0.57,0,0,0,66.47,0,0.02,0,0,Feldspar
P03799,18.56,0,0,0.01,0.01,0.29,0,15.71,0,0,0.57,0,0,0,64.86,0,0.07,0,0,Feldspar
P03800,35.27,0,0,0.76,0,0,0.14,9.9,0.06,0,0.42,0,0,0,47.46,0,0.01,0,0,Feldspar
P03801,35.81,0,0,0.26,0.06,0,0.73,10.07,0.05,0.01,0.38,0,0,0,47.11,0,0,0,0,Feldspar
P03802,32.82,0,0,1.46,0.02,0,0.47,9.48,0.25,0.03,1.21,0,0,0,49.72,0,0.01,0,0,Feldspar
P03803,18.59,0,0,0.06,0,0,0.07,14.05,0,0,1.28,0,0,0,64.84,0,0,0,0,Feldspar
P03804,18.27,0,0,0.06,0.02,0,0.08,14.74,0,0,0.99,0,0,0,64.25,0,0.06,0,0,Feldspar
P03805,34.82,0,0,0.3,0,0,0.31,10.12,0.11,0.01,1.41,0,0,0,50.31,0,0,0,0,Feldspar
P03806,33.43,0,0,0.11,0,0,1.26,11.73,0.97,0.02,0.03,0,0,0,49.38,0,0.01,0,0,Feldspar
P03807,20.52,0,0,1.11,0.05,0.66,0,0.12,0,0.06,12.44,0,0,0,66.91,0,0,0,0,Feldspar
P03808,35.2,0,0,0.69,0,0,0.26,10.66,0.08,0,1.3,0,0,0,48.48,0,0,0,0,Feldspar
P03809,18.28,0,0,0.13,0.02,0,0,14.81,0,0.05,0.93,0,0,0,63.89,0,0.05,0,0,Feldspar
P03810,18.5,0,0,0,0.02,0.51,0,15.3,0,0.02,0.76,0,0,0,65.35,0,0.04,0,0,Feldspar
P03811,35.53,0,0,0.57,0.02,0,0.43,11.11,0.1,0,0.43,0,0,0,48.96,0,0.03,0,0,Feldspar
P03812,18.15,0,0,0,0.05,0.52,0,16,0,0,0.46,0,0,0,65.01,0,0,0,0,Feldspar
P03813,18.59,0,0,0.15,0,0,0,14.5,0.02,0,1.06,0,0,0,64.28,0,0.02,0,0,Feldspar
P03814,32.52,0,0,1.7,0,0,0.38,7.99,0.13,0.01,1.74,0,0,0,50.77,0,0,0,0,Feldspar
P03815,18.18,0,0,0.07,0.04,0,0,14.43,0,0.04,0.96,0,0,0,64.15,0,0.03,0,0,Feldspar
P03816,18.41,0,0,0.05,0,0,0,14.55,0,0.01,1.09,0,0,0,64.48,0,0,0,0,Feldspar
P03817,34.3,0,0,0.52,0.06,0,0.89,9.92,0.38,0,1.18,0,0,0,48.31,0,0,0,0,Feldspar
P03818,34.45,0,0,0.05,0,0,0.61,9.49,0.33,0.01,0.26,0,0,0,46.37,0,0.04,0,0,Feldspar
P03819,34.76,0,0,0.42,0,0,0.35,11.36,0.19,0.07,0.3,0,0,0,46.54,0,0.02,0,0,Feldspar
P03820,36.49,0,0,0.42,0.02,0,0.37,11.19,0.08,0.01,0.7,0,0,0,48.52,0,0.02,0,0,Feldspar
P03821,34.85,0,0,0.76,0,0,0.24,10.08,0.02,0,1.52,0,0,0,49.1,0,0.03,0,0,Feldspar
P03822,18.25,0,0,0,0,0,0.12,15.72,0,0.02,0.17,0,0,0,64.14,0,0,0,0,Feldspar
P03823,18.14,0,0,0,0.05,0,0.04,15.61,0.02,0,0.16,0,0,0,64.92,0,0.02,0,0,Feldspar
P03824,18.87,0,0,0,0,0.18,0,15.87,0,0.01,0.35,0,0,0,64.17,0,0.08,0,0,Feldspar
P03825,37.61,0,0,0.57,0,0,0.27,7.13,0.05,0.01,0.27,0,0,0,50.56,0,0,0,0,Feldspar
P03826,18.32,0,0,0.11,0,0,0,13.82,0,0,1.59,0,0,0,64.4,0,0.01,0,0,Feldspar
P03827,34.78,0,0,0.72,0.03,0,0.5,9.89,0.09,0.02,0.64,0,0,0,48.7,0,0,0,0,Feldspar
P03828,21.421022,0,0,9.770475,0,0,24.014038,0,4.966347,0.730031,0,0,0,0,37.180199,0,0.116856,0,0,Garnet
P03829,21.435991,0,0,9.725833,0,0,23.826502,0,4.97081,0.707077,0,0,0,0,37.527405,0,0.126021,0,0,Garnet
P03830,21.480698,0,0,9.836727,0,0,24.30514,0,5.081617,0.778988,0,0,0,0,37.382092,0,0.103481,0,0,Garnet
P03831,21.48213,0,0,9.659298,0,0,24.007023,0,5.080836,0.826242,0,0,0,0,37.395771,0,0.110815,0,0,Garnet
P03832,21.52413,0,0,9.72461,0,0,23.62723,0,5.207959,0.698228,0,0,0,0,37.431335,0,0.126098,0,0,Garnet
P03833,21.45949,0,0,9.700644,0,0,23.765936,0,5.174126,0.786697,0,0,0,0,37.290714,0,0.115726,0,0,Garnet
P03834,21.649479,0,0,9.463552,0,0,23.645996,0,5.110924,0.763284,0,0,0,0,37.15197,0,0.110022,0,0,Garnet
P03835,21.453194,0,0,9.432532,0,0,23.822426,0,5.218469,0.840429,0,0,0,0,37.373329,0,0.118507,0,0,Garnet
P03836,21.589127,0,0,9.244778,0,0,23.967779,0,5.172797,0.821057,0,0,0,0,37.036926,0,0.094469,0,0,Garnet
P03837,21.43247,0,0,9.402384,0,0,24.519278,0,4.902712,0.780791,0,0,0,0,37.253223,0,0.069675,0,0,Garnet
P03838,21.416487,0,0,9.584094,0,0,24.753834,0,4.602672,0.837483,0,0,0,0,37.001896,0,0.07543,0,0,Garnet
P03839,21.425657,0,0,9.639328,0,0,24.992413,0,4.358841,0.832505,0,0,0,0,37.075077,0,0.091134,0,0,Garnet
P03840,21.557587,0,0,9.719925,0,0,24.70932,0,4.283932,0.814605,0,0,0,0,37.148815,0,0.093241,0,0,Garnet
P03841,21.317236,0,0,9.730032,0,0,24.698538,0,4.598314,0.754413,0,0,0,0,36.857464,0,0.053838,0,0,Garnet
P03842,21.467325,0,0,9.606133,0,0,24.212715,0,5.003125,0.706159,0,0,0,0,37.480885,0,0.087757,0,0,Garnet
P03843,21.689768,0,0,9.499621,0,0,23.713564,0,5.420609,0.609969,0,0,0,0,37.322937,0,0.062682,0,0,Garnet
P03844,21.630692,0,0,9.487802,0,0,23.957857,0,5.536525,0.532179,0,0,0,0,37.610012,0,0.11481,0,0,Garnet
P03845,21.586227,0,0,9.336583,0,0,23.799154,0,5.624947,0.505787,0,0,0,0,37.674049,0,0.063899,0,0,Garnet
P03846,22.04369,0,0,8.027328,0,0,24.071049,0,6.076032,0.564327,0,0,0,0,37.503826,0,0.012645,0,0,Garnet
P03847,21.803524,0,0,7.576486,0,0,24.515806,0,6.379313,0.565955,0,0,0,0,37.537605,0,0.017852,0,0,Garnet
P03848,21.846596,0,0,7.737116,0,0,24.50515,0,6.011988,0.560035,0,0,0,0,37.527981,0,0.023934,0,0,Garnet
P03849,21.735523,0,0,7.500904,0,0,24.995092,0,5.320092,0.937674,0,0,0,0,38.29105,0,0.021111,0,0,Garnet
P03850,21.54686,0,0,10.240298,0,0,21.185961,0,4.559803,3.279068,0,0,0,0,37.723,0,0.089899,0,0,Garnet
P03851,21.665926,0,0,10.075294,0,0,21.082867,0,4.427946,3.368548,0,0,0,0,37.470345,0,0.113012,0,0,Garnet
P03852,21.649057,0,0,10.101795,0,0,21.737965,0,4.37432,3.435014,0,0,0,0,37.649937,0,0.112281,0,0,Garnet
P03853,21.554285,0,0,10.043514,0,0,21.593554,0,4.190236,3.481735,0,0,0,0,37.606148,0,0.088938,0,0,Garnet
P03854,21.623117,0,0,10.150508,0,0,21.749428,0,4.105129,3.496777,0,0,0,0,37.66468,0,0.121967,0,0,Garnet
P03855,21.713747,0,0,10.046139,0,0,22.035023,0,3.982518,3.629965,0,0,0,0,37.791069,0,0.096043,0,0,Garnet
P03856,21.521784,0,0,10.056217,0,0,21.77047,0,3.880002,3.665163,0,0,0,0,37.561062,0,0.081752,0,0,Garnet
P03857,21.765614,0,0,10.052906,0,0,21.630768,0,4.351184,3.390389,0,0,0,0,37.798119,0,0.094433,0,0,Garnet
P03858,21.73509,0,0,10.171763,0,0,21.511797,0,4.286417,3.260062,0,0,0,0,37.529034,0,0.144817,0,0,Garnet
P03859,21.710184,0,0,10.305474,0,0,21.091013,0,4.524921,2.95575,0,0,0,0,37.526375,0,0.3293,0,0,Garnet
P03860,21.830324,0,0,10.249333,0,0,21.274145,0,4.320292,3.143921,0,0,0,0,37.795288,0,0.125288,0,0,Garnet
P03861,21.767248,0,0,10.086633,0,0,21.725859,0,4.021311,3.299361,0,0,0,0,37.836174,0,0.119935,0,0,Garnet
P03862,21.807049,0,0,10.259914,0,0,22.353775,0,3.918007,3.404233,0,0,0,0,37.69754,0,0.111341,0,0,Garnet
P03863,21.663597,0,0,10.071569,0,0,22.288679,0,3.645933,3.504803,0,0,0,0,37.542,0,0.120833,0,0,Garnet
P03864,21.6315,0,0,10.098306,0,0,21.625208,0,4.147772,3.220618,0,0,0,0,37.437595,0,0.09917,0,0,Garnet
P03865,21.982889,0,0,10.326174,0,0,20.9459,0,5.21395,2.449091,0,0,0,0,38.06311,0,0.090073,0,0,Garnet
P03866,22.100197,0,0,10.420315,0,0,20.52677,0,5.993394,1.717966,0,0,0,0,38.184727,0,0.095242,0,0,Garnet
P03867,22.007584,0,0,10.16109,0,0,20.957573,0,6.338502,1.30893,0,0,0,0,38.402458,0,0.058105,0,0,Garnet
P03868,21.781742,0,0,10.204535,0,0,20.927269,0,6.38455,1.138279,0,0,0,0,38.269264,0,0.056791,0,0,Garnet
P03869,21.858725,0,0,10.142103,0,0,20.947802,0,6.418737,1.053291,0,0,0,0,38.157104,0,0.107569,0,0,Garnet
P03870,21.829638,0,0,10.475504,0,0,20.967737,0,6.323811,1.079487,0,0,0,0,38.378361,0,0.095621,0,0,Garnet
P03871,21.774874,0,0,10.394985,0,0,20.979942,0,6.340903,0.964249,0,0,0,0,38.262516,0,0.091233,0,0,Garnet
P03872,21.742189,0,0,10.706342,0,0,20.952757,0,6.398394,1.01522,0,0,0,0,38.418728,0,0.103293,0,0,Garnet
P03873,21.712122,0,0,10.405477,0,0,21.052923,0,6.189334,1.04912,0,0,0,0,38.144821,0,0.071462,0,0,Garnet
P03874,21.729227,0,0,10.983802,0,0,20.614223,0,6.270381,0.991259,0,0,0,0,38.267384,0,0.109388,0,0,Garnet
P03875,21.654942,0,0,11.543682,0,0,20.395325,0,6.185763,1.043159,0,0,0,0,38.210079,0,0.105561,0,0,Garnet
P03876,21.565207,0,0,11.08669,0,0,20.380533,0,6.064034,0.91997,0,0,0,0,38.068302,0,0.116317,0,0,Garnet
P03877,21.704525,0,0,11.361729,0,0,20.573414,0,6.235795,0.915327,0,0,0,0,38.419132,0,0.101465,0,0,Garnet
P03878,21.648979,0,0,11.299579,0,0,20.269737,0,6.137249,0.957669,0,0,0,0,38.378399,0,0.103858,0,0,Garnet
P03879,21.732527,0,0,11.116113,0,0,20.785686,0,6.375795,0.815433,0,0,0,0,38.438515,0,0.13394,0,0,Garnet
P03880,21.822636,0,0,11.027205,0,0,20.528772,0,6.223093,0.828742,0,0,0,0,38.323425,0,0.104759,0,0,Garnet
P03881,21.527229,0,0,11.093381,0,0,20.447018,0,6.242223,0.828393,0,0,0,0,38.234329,0,0.109772,0,0,Garnet
P03882,21.678209,0,0,10.928226,0,0,21.277321,0,6.405857,0.791968,0,0,0,0,38.419453,0,0.112971,0,0,Garnet
P03883,21.754278,0,0,10.707157,0,0,21.124041,0,6.329852,0.764277,0,0,0,0,38.34927,0,0.094523,0,0,Garnet
P03884,21.748249,0,0,10.68422,0,0,21.187111,0,6.382219,0.817028,0,0,0,0,38.326782,0,0.11228,0,0,Garnet
P03885,21.791519,0,0,10.640779,0,0,20.822342,0,6.406015,0.837431,0,0,0,0,38.126465,0,0.086718,0,0,Garnet
P03886,21.678843,0,0,10.385429,0,0,21.206501,0,6.496456,0.763391,0,0,0,0,38.337032,0,0.124329,0,0,Garnet
P03887,21.684633,0,0,10.34435,0,0,21.251207,0,6.558279,0.784685,0,0,0,0,38.357079,0,0.11798,0,0,Garnet
P03888,21.671198,0,0,10.272457,0,0,21.069376,0,6.502506,0.776479,0,0,0,0,38.191738,0,0.083834,0,0,Garnet
P03889,21.619457,0,0,10.302954,0,0,21.181561,0,6.545798,0.789287,0,0,0,0,37.952469,0,0.097428,0,0,Garnet
P03890,21.499899,0,0,10.254516,0,0,21.217276,0,6.460611,0.691869,0,0,0,0,38.005634,0,0.084442,0,0,Garnet
P03891,22.330267,0,0,9.982653,0,0,19.09726,0,5.591813,0.612903,0,0,0,0,39.120762,0,0.098042,0,0,Garnet
P03892,21.629425,0,0,10.257497,0,0,21.291714,0,6.491333,0.679243,0,0,0,0,37.973965,0,0.072535,0,0,Garnet
P03893,21.690275,0,0,10.720777,0,0,21.248249,0,6.338705,0.681797,0,0,0,0,38.290627,0,0.088807,0,0,Garnet
P03894,21.765991,0,0,10.726531,0,0,20.892412,0,6.418717,0.642832,0,0,0,0,38.206535,0,0.097359,0,0,Garnet
P03895,21.767441,0,0,10.756917,0,0,20.855257,0,6.346667,0.632117,0,0,0,0,38.528206,0,0.100397,0,0,Garnet
P03896,21.892908,0,0,11.010297,0,0,21.024462,0,6.5603,0.682941,0,0,0,0,38.388382,0,0.084126,0,0,Garnet
P03897,21.528818,0,0,10.757823,0,0,20.443161,0,6.55122,0.670337,0,0,0,0,38.106636,0,0.152453,0,0,Garnet
P03898,20.402,0,0,6.727,0.117,0,26.297,0,6.78,0.865,0.014,0.055,0.042,0,38.842,0,0,0,0,Garnet
P03899,20.866,0,0,6.729,0.072,0,26.058,0.007,6.764,0.645,0.031,0.005,0,0,38.573,0,0,0,0,Garnet
P03900,21,0,0,7.663,0.046,0,26.655,0,5.989,0.752,0,0,0.014,0,39.039,0,0.07,0,0,Garnet
P03901,20.541,0,0,7.465,0.078,0,26.355,0.007,6.102,0.713,0,0,0,0,38.652,0,0.109,0,0,Garnet
P03902,20.939,0,0,6.694,0,0,25.768,0.003,7.016,0.855,0.003,0.002,0.007,0,38.595,0,0,0,0,Garnet
P03903,20.8,0,0,7.563,0.016,0,26.358,0.008,6.036,0.814,0.026,0.019,0.042,0,38.568,0,0,0,0,Garnet
P03904,20.51,0,0,5.92,0.876,0,25.977,0.004,6.973,1.025,0.023,0,0.063,0,38.564,0,0,0,0,Garnet
P03905,20.303,0,0,6.565,0,0,25.478,0,7.036,0.843,0.04,0.049,0.014,0,38.534,0,0,0,0,Garnet
P03906,20.943,0,0,7.678,0.062,0,26.293,0.008,6.195,0.701,0.052,0.023,0,0,39.032,0,0.072,0,0,Garnet
P03907,20.272,0,0,6.617,0.042,0,25.405,0,7.016,0.816,0.02,0.037,0.007,0,38.158,0,0.078,0,0,Garnet
P03908,20.591,0,0,6.801,0.052,0,25.768,0.032,7.004,0.825,0,0,0.042,0,38.692,0,0.033,0,0,Garnet
P03909,20.86,0,0,6.834,0.048,0,26.439,0.031,6.901,0.767,0.049,0.012,0.035,0,38.474,0,0.026,0,0,Garnet
P03910,21.24,0,0,6.827,0.058,0,26.536,0,6.77,0.657,0.02,0.03,0,0,38.925,0,0.033,0,0,Garnet
P03911,20.668,0,0,6.821,0,0,25.546,0.018,6.804,0.842,0.02,0,0.056,0,38.698,0,0,0,0,Garnet
P03912,20.732,0,0,6.74,0,0,25.336,0.018,6.991,0.923,0.023,0.007,0.07,0,38.846,0,0.017,0,0,Garnet
P03913,20.775,0,0,6.616,0.042,0,25.478,0,6.849,0.812,0.026,0,0,0,38.25,0,0,0,0,Garnet
P03914,20.503,0,0,6.856,0,0,26.017,0,6.964,0.855,0.009,0.03,0.007,0,38.473,0,0.044,0,0,Garnet
P03915,20.746,0,0,6.943,0.078,0,26.535,0.004,6.773,0.603,0,0.018,0,0,38.859,0,0.017,0,0,Garnet
P03916,20.849,0,0,6.864,0.06,0,26.331,0,6.581,0.655,0.003,0,0.007,0,38.32,0,0.109,0,0,Garnet
P03917,20.895,0,0,8.979,0.033,0,20.622,0.007,1.655,10.38,0.016,0.007,0,0,37.761,0,0.028,0,0,Garnet
P03918,20.333,0,0,6.609,0,0,25.045,0,7.052,0.793,0.065,0.016,0.056,0,38.918,0,0.031,0,0,Garnet
P03919,20.959,0,0,6.142,0,0,25.935,0,7.2,0.887,0,0.011,0.092,0,39.053,0,0.061,0,0,Garnet
P03920,20.532,0,0,7.034,0.076,0,26.354,0,6.726,0.677,0.014,0,0.021,0,38.512,0,0.043,0,0,Garnet
P03921,20.54,0,0,7.66,0,0,26.473,0,6.186,0.774,0.006,0.037,0,0,38.591,0,0.074,0,0,Garnet
P03922,20.852,0,0,6.468,0.036,0,25.764,0,7.044,0.903,0.031,0,0.035,0,38.781,0,0,0,0,Garnet
P03923,21.122,0,0,6.856,0.028,0,26.343,0,6.873,0.619,0.006,0,0.042,0,38.518,0,0,0,0,Garnet
P03924,20.95,0,0,6.807,0.068,0,26.092,0.001,7.043,0.815,0.043,0,0.028,0,38.426,0,0.068,0,0,Garnet
P03925,20.28,0,0,6.745,0.062,0,25.505,0,6.791,0.806,0.034,0,0.049,0,38.084,0,0.096,0,0,Garnet
P03926,20.624,0,0,6.866,0,0,25.802,0.014,6.985,0.844,0.017,0.042,0,0,38.287,0,0.052,0,0,Garnet
P03927,20.57,0,0,6.58,0.1,0.24,30.34,0,4.7,0.94,0.02,0,0,0,37.19,0,0,0,0,Garnet
P03928,16.727,0,0,10.94,0.059,0,21.906,0.38,6.037,0.161,2.028,0,0.021,0,38.391,0,0.148,0,0,Garnet
P03929,20.505,0,0,6.839,0.088,0,26.369,0,6.706,0.712,0.04,0.014,0.021,0,38.488,0,0.028,0,0,Garnet
P03930,20.498,0,0,6.74,0.026,0,25.994,0.028,7.037,0.743,0.046,0.07,0,0,38.527,0,0.057,0,0,Garnet
P03931,20.512,0,0,6.426,0,0,26.162,0,7.072,0.927,0.023,0,0,0,38.541,0,0.089,0,0,Garnet
P03932,20.89,0,0,6.69,0,0,24.42,0.04,3.08,8.11,0.04,0,0,0,38.06,0,0.01,0,0,Garnet
P03933,20.454,0,0,7.559,0.028,0,26.618,0.004,6.202,0.723,0.02,0.023,0.084,0,38.157,0,0.024,0,0,Garnet
P03934,20.569,0,0,7.276,0.074,0,26.131,0.01,6.565,0.544,0.023,0.045,0.042,0,38.813,0,0.017,0,0,Garnet
P03935,20.738,0,0,6.656,0.048,0,26.58,0.001,6.772,0.675,0.011,0.002,0.021,0,38.324,0,0.089,0,0,Garnet
P03936,21.099,0,0,6.875,0.046,0,26.189,0,6.805,0.615,0,0,0,0,39.185,0,0,0,0,Garnet
P03937,20.534,0,0,6.836,0.01,0,26.099,0.014,6.844,0.884,0.031,0.014,0.021,0,38.735,0,0.057,0,0,Garnet
P03938,20.75,0,0,6.963,0.052,0,26.198,0,6.717,0.704,0.031,0,0.042,0,38.769,0,0.057,0,0,Garnet
P03939,20.501,0,0,6.794,0.05,0,26.124,0,6.659,0.534,0.006,0.021,0,0,38.339,0,0.078,0,0,Garnet
P03940,20.579,0,0,6.943,0.04,0,26.776,0.006,6.96,0.844,0.012,0.007,0.078,0,38.717,0,0.116,0,0,Garnet
